Combination,Count
TESLA-69900-2024-WA-Eligibility unknown as battery range has not been researched,148
TESLA-69900-2021-CA,16
TESLA-69900-2021-CA-Eligibility unknown as battery range has not been researched,16
TESLA-69900-2023-WA,17185
TESLA-69900-2018-WA-Clean Alternative Fuel Vehicle Eligible,883
TESLA-69900-2023-WA-Eligibility unknown as battery range has not been researched,16302
TESLA-2018-WA-Clean Alternative Fuel Vehicle Eligible,884
TESLA-2021-WA-Eligibility unknown as battery range has not been researched,16342
TESLA-Battery Electric Vehicle (BEV)-241,2593
TESLA-Battery Electric Vehicle (BEV)-241-69900,2593
TESLA-Battery Electric Vehicle (BEV)-241-69900-2021,171
TESLA-Battery Electric Vehicle (BEV)-241-69900-2021-WA,169
TESLA-Battery Electric Vehicle (BEV)-241-69900-2021-WA-Eligibility unknown as battery range has not been researched,169
TESLA-241-69900-2021-WA-Eligibility unknown as battery range has not been researched,171
TESLA-Battery Electric Vehicle (BEV)-241-69900-2022,829
TESLA-Battery Electric Vehicle (BEV)-241-69900-2022-WA,828
TESLA-Battery Electric Vehicle (BEV)-241-69900-2022-WA-Eligibility unknown as battery range has not been researched,828
TESLA-241-69900-2022-WA-Eligibility unknown as battery range has not been researched,829
TESLA-Battery Electric Vehicle (BEV)-241-69900-2023,1441
TESLA-Battery Electric Vehicle (BEV)-241-69900-2023-WA,1441
TESLA-Battery Electric Vehicle (BEV)-241-69900-2023-WA-Eligibility unknown as battery range has not been researched,1441
TESLA-241-69900-2023-WA-Eligibility unknown as battery range has not been researched,1441
TESLA-Battery Electric Vehicle (BEV)-241-69900-2024,152
TESLA-Battery Electric Vehicle (BEV)-241-69900-2024-WA,152
TESLA-Battery Electric Vehicle (BEV)-241-69900-2024-WA-Eligibility unknown as battery range has not been researched,152
TESLA-241-69900-2024-WA-Eligibility unknown as battery range has not been researched,152
TESLA-241-69900-2022-WA,2590
TESLA-241-69900-2022-WA-Eligibility unknown as battery range has not been researched,2590
TESLA-69900-2023-WA-Eligibility unknown as battery range has not been researched,2593
TESLA-241-69900-2021,171
TESLA-241-69900-2021-WA,169
TESLA-241-69900-2021-WA-Eligibility unknown as battery range has not been researched,169
TESLA-69900-2021-WA-Eligibility unknown as battery range has not been researched,171
TESLA-241-69900-2022,829
TESLA-241-69900-2022-WA,828
TESLA-241-69900-2022-WA-Eligibility unknown as battery range has not been researched,828
TESLA-69900-2022-WA-Eligibility unknown as battery range has not been researched,829
TESLA-241-69900-2023,1441
TESLA-241-69900-2023-WA,1441
TESLA-241-69900-2023-WA-Eligibility unknown as battery range has not been researched,1441
TESLA-69900-2023-WA-Eligibility unknown as battery range has not been researched,1441
TESLA-241-69900-2024,152
TESLA-241-69900-2024-WA,152
TESLA-241-69900-2024-WA-Eligibility unknown as battery range has not been researched,152
TESLA-69900-2024-WA-Eligibility unknown as battery range has not been researched,152
TESLA-69900-2023-WA,2590
TESLA-69900-2023-WA-Eligibility unknown as battery range has not been researched,2590
TESLA-2023-WA-Eligibility unknown as battery range has not been researched,2593
TESLA-Battery Electric Vehicle (BEV)-245,27
TESLA-Battery Electric Vehicle (BEV)-245-110950,20
TESLA-Battery Electric Vehicle (BEV)-245-110950-2010,20
TESLA-Battery Electric Vehicle (BEV)-245-110950-2010-WA,20
TESLA-Battery Electric Vehicle (BEV)-245-110950-2010-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-245-110950-2010-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-245-110950-2010-WA,20
TESLA-245-110950-2010-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-110950-2010-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-245-110950-2010,20
TESLA-245-110950-2010-WA,20
TESLA-245-110950-2010-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-110950-2010-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-110950-2010-WA,27
TESLA-110950-2010-WA-Clean Alternative Fuel Vehicle Eligible,27
TESLA-2010-WA-Clean Alternative Fuel Vehicle Eligible,27
TESLA-Battery Electric Vehicle (BEV)-249,895
TESLA-Battery Electric Vehicle (BEV)-249-69019,895
TESLA-Battery Electric Vehicle (BEV)-249-69019-2018,895
TESLA-Battery Electric Vehicle (BEV)-249-69019-2018-WA,893
TESLA-Battery Electric Vehicle (BEV)-249-69019-2018-WA-Clean Alternative Fuel Vehicle Eligible,893
TESLA-249-69019-2018-WA-Clean Alternative Fuel Vehicle Eligible,895
TESLA-249-69019-2018-WA,893
TESLA-249-69019-2018-WA-Clean Alternative Fuel Vehicle Eligible,893
TESLA-69019-2018-WA-Clean Alternative Fuel Vehicle Eligible,895
TESLA-249-69019-2018,895
TESLA-249-69019-2018-WA,893
TESLA-249-69019-2018-WA-Clean Alternative Fuel Vehicle Eligible,893
TESLA-69019-2018-WA-Clean Alternative Fuel Vehicle Eligible,895
TESLA-69019-2018-WA,893
TESLA-69019-2018-WA-Clean Alternative Fuel Vehicle Eligible,893
TESLA-2018-WA-Clean Alternative Fuel Vehicle Eligible,895
TESLA-Battery Electric Vehicle (BEV)-265,130
TESLA-Battery Electric Vehicle (BEV)-265-59900,130
TESLA-Battery Electric Vehicle (BEV)-265-59900-2012,130
TESLA-Battery Electric Vehicle (BEV)-265-59900-2012-WA,129
TESLA-Battery Electric Vehicle (BEV)-265-59900-2012-WA-Clean Alternative Fuel Vehicle Eligible,129
TESLA-265-59900-2012-WA-Clean Alternative Fuel Vehicle Eligible,130
TESLA-265-59900-2012-WA,129
TESLA-265-59900-2012-WA-Clean Alternative Fuel Vehicle Eligible,129
TESLA-59900-2012-WA-Clean Alternative Fuel Vehicle Eligible,130
TESLA-265-59900-2012,130
TESLA-265-59900-2012-WA,129
TESLA-265-59900-2012-WA-Clean Alternative Fuel Vehicle Eligible,129
TESLA-59900-2012-WA-Clean Alternative Fuel Vehicle Eligible,130
TESLA-59900-2012-WA,129
TESLA-59900-2012-WA-Clean Alternative Fuel Vehicle Eligible,129
TESLA-2012-WA-Clean Alternative Fuel Vehicle Eligible,130
TESLA-Battery Electric Vehicle (BEV)-266,1416
TESLA-Battery Electric Vehicle (BEV)-266-69900,1416
TESLA-Battery Electric Vehicle (BEV)-266-69900-2020,1416
TESLA-Battery Electric Vehicle (BEV)-266-69900-2020-WA,1414
TESLA-Battery Electric Vehicle (BEV)-266-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1414
TESLA-266-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1416
TESLA-266-69900-2020-WA,1414
TESLA-266-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1414
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1416
TESLA-266-69900-2020,1416
TESLA-266-69900-2020-WA,1414
TESLA-266-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1414
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1416
TESLA-69900-2020-WA,1414
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1414
TESLA-2020-WA-Clean Alternative Fuel Vehicle Eligible,1416
TESLA-Battery Electric Vehicle (BEV)-270,278
TESLA-Battery Electric Vehicle (BEV)-270-69019,278
TESLA-Battery Electric Vehicle (BEV)-270-69019-2019,278
TESLA-Battery Electric Vehicle (BEV)-270-69019-2019-WA,277
TESLA-Battery Electric Vehicle (BEV)-270-69019-2019-WA-Clean Alternative Fuel Vehicle Eligible,277
TESLA-270-69019-2019-WA-Clean Alternative Fuel Vehicle Eligible,278
TESLA-270-69019-2019-WA,277
TESLA-270-69019-2019-WA-Clean Alternative Fuel Vehicle Eligible,277
TESLA-69019-2019-WA-Clean Alternative Fuel Vehicle Eligible,278
TESLA-270-69019-2019,278
TESLA-270-69019-2019-WA,277
TESLA-270-69019-2019-WA-Clean Alternative Fuel Vehicle Eligible,277
TESLA-69019-2019-WA-Clean Alternative Fuel Vehicle Eligible,278
TESLA-69019-2019-WA,277
TESLA-69019-2019-WA-Clean Alternative Fuel Vehicle Eligible,277
TESLA-2019-WA-Clean Alternative Fuel Vehicle Eligible,278
TESLA-Battery Electric Vehicle (BEV)-289,656
TESLA-Battery Electric Vehicle (BEV)-289-69900,656
TESLA-Battery Electric Vehicle (BEV)-289-69900-2019,421
TESLA-Battery Electric Vehicle (BEV)-289-69900-2019-WA,421
TESLA-Battery Electric Vehicle (BEV)-289-69900-2019-WA-Clean Alternative Fuel Vehicle Eligible,421
TESLA-289-69900-2019-WA-Clean Alternative Fuel Vehicle Eligible,421
TESLA-Battery Electric Vehicle (BEV)-289-69900-2020,235
TESLA-Battery Electric Vehicle (BEV)-289-69900-2020-WA,234
TESLA-Battery Electric Vehicle (BEV)-289-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,234
TESLA-289-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,235
TESLA-289-69900-2019-WA,655
TESLA-289-69900-2019-WA-Clean Alternative Fuel Vehicle Eligible,655
TESLA-69900-2019-WA-Clean Alternative Fuel Vehicle Eligible,656
TESLA-289-69900-2019,421
TESLA-289-69900-2019-WA,421
TESLA-289-69900-2019-WA-Clean Alternative Fuel Vehicle Eligible,421
TESLA-69900-2019-WA-Clean Alternative Fuel Vehicle Eligible,421
TESLA-289-69900-2020,235
TESLA-289-69900-2020-WA,234
TESLA-289-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,234
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,235
TESLA-69900-2019-WA,655
TESLA-69900-2019-WA-Clean Alternative Fuel Vehicle Eligible,655
TESLA-2019-WA-Clean Alternative Fuel Vehicle Eligible,656
TESLA-Battery Electric Vehicle (BEV)-291,37007
TESLA-Battery Electric Vehicle (BEV)-291-69900,37007
TESLA-Battery Electric Vehicle (BEV)-291-69900-2020,2371
TESLA-Battery Electric Vehicle (BEV)-291-69900-2020-WA,2367
TESLA-Battery Electric Vehicle (BEV)-291-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,2367
TESLA-291-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,2371
TESLA-Battery Electric Vehicle (BEV)-291-69900-2021,6601
TESLA-Battery Electric Vehicle (BEV)-291-69900-2021-WA,6579
TESLA-Battery Electric Vehicle (BEV)-291-69900-2021-WA-Eligibility unknown as battery range has not been researched,6579
TESLA-291-69900-2021-WA-Eligibility unknown as battery range has not been researched,6601
TESLA-Battery Electric Vehicle (BEV)-291-69900-2022,7390
TESLA-Battery Electric Vehicle (BEV)-291-69900-2022-WA,7372
TESLA-Battery Electric Vehicle (BEV)-291-69900-2022-WA-Eligibility unknown as battery range has not been researched,7372
TESLA-291-69900-2022-WA-Eligibility unknown as battery range has not been researched,7390
TESLA-Battery Electric Vehicle (BEV)-291-69900-2023,19062
TESLA-Battery Electric Vehicle (BEV)-291-69900-2023-WA,19038
TESLA-Battery Electric Vehicle (BEV)-291-69900-2023-WA-Eligibility unknown as battery range has not been researched,19038
TESLA-291-69900-2023-WA-Eligibility unknown as battery range has not been researched,19062
TESLA-Battery Electric Vehicle (BEV)-291-69900-2024,1583
TESLA-Battery Electric Vehicle (BEV)-291-69900-2024-WA,1581
TESLA-Battery Electric Vehicle (BEV)-291-69900-2024-WA-Eligibility unknown as battery range has not been researched,1581
TESLA-291-69900-2024-WA-Eligibility unknown as battery range has not been researched,1583
TESLA-291-69900-2023-CA,20
TESLA-291-69900-2023-CA-Eligibility unknown as battery range has not been researched,20
TESLA-291-69900-2021-WA,36937
TESLA-291-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,2367
TESLA-291-69900-2021-WA-Eligibility unknown as battery range has not been researched,34570
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,2371
TESLA-69900-2023-WA-Eligibility unknown as battery range has not been researched,34636
TESLA-291-69900-2020,2371
TESLA-291-69900-2020-WA,2367
TESLA-291-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,2367
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,2371
TESLA-291-69900-2021,6601
TESLA-291-69900-2021-WA,6579
TESLA-291-69900-2021-WA-Eligibility unknown as battery range has not been researched,6579
TESLA-69900-2021-WA-Eligibility unknown as battery range has not been researched,6601
TESLA-291-69900-2022,7390
TESLA-291-69900-2022-WA,7372
TESLA-291-69900-2022-WA-Eligibility unknown as battery range has not been researched,7372
TESLA-69900-2022-WA-Eligibility unknown as battery range has not been researched,7390
TESLA-291-69900-2023,19062
TESLA-291-69900-2023-WA,19038
TESLA-291-69900-2023-WA-Eligibility unknown as battery range has not been researched,19038
TESLA-69900-2023-WA-Eligibility unknown as battery range has not been researched,19062
TESLA-291-69900-2024,1583
TESLA-291-69900-2024-WA,1581
TESLA-291-69900-2024-WA-Eligibility unknown as battery range has not been researched,1581
TESLA-69900-2024-WA-Eligibility unknown as battery range has not been researched,1583
TESLA-69900-2022-CA,20
TESLA-69900-2022-CA-Eligibility unknown as battery range has not been researched,20
TESLA-69900-2023-WA,36937
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,2367
TESLA-69900-2023-WA-Eligibility unknown as battery range has not been researched,34570
TESLA-2020-WA-Clean Alternative Fuel Vehicle Eligible,2371
TESLA-2023-WA-Eligibility unknown as battery range has not been researched,34636
TESLA-Battery Electric Vehicle (BEV)-293,447
TESLA-Battery Electric Vehicle (BEV)-293-69900,447
TESLA-Battery Electric Vehicle (BEV)-293-69900-2020,447
TESLA-Battery Electric Vehicle (BEV)-293-69900-2020-WA,447
TESLA-Battery Electric Vehicle (BEV)-293-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,447
TESLA-293-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,447
TESLA-293-69900-2020-WA,447
TESLA-293-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,447
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,447
TESLA-293-69900-2020,447
TESLA-293-69900-2020-WA,447
TESLA-293-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,447
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,447
TESLA-69900-2020-WA,447
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,447
TESLA-2020-WA-Clean Alternative Fuel Vehicle Eligible,447
TESLA-Battery Electric Vehicle (BEV)-308,510
TESLA-Battery Electric Vehicle (BEV)-308-69900,510
TESLA-Battery Electric Vehicle (BEV)-308-69900-2020,510
TESLA-Battery Electric Vehicle (BEV)-308-69900-2020-WA,509
TESLA-Battery Electric Vehicle (BEV)-308-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,509
TESLA-308-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,510
TESLA-308-69900-2020-WA,509
TESLA-308-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,509
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,510
TESLA-308-69900-2020,510
TESLA-308-69900-2020-WA,509
TESLA-308-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,509
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,510
TESLA-69900-2020-WA,509
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,509
TESLA-2020-WA-Clean Alternative Fuel Vehicle Eligible,510
TESLA-Battery Electric Vehicle (BEV)-322,1685
TESLA-Battery Electric Vehicle (BEV)-322-69900,1685
TESLA-Battery Electric Vehicle (BEV)-322-69900-2020,1685
TESLA-Battery Electric Vehicle (BEV)-322-69900-2020-WA,1677
TESLA-Battery Electric Vehicle (BEV)-322-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1677
TESLA-322-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1685
TESLA-322-69900-2020-WA,1677
TESLA-322-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1677
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1685
TESLA-322-69900-2020,1685
TESLA-322-69900-2020-WA,1677
TESLA-322-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1677
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1685
TESLA-69900-2020-WA,1677
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,1677
TESLA-2020-WA-Clean Alternative Fuel Vehicle Eligible,1685
TESLA-Battery Electric Vehicle (BEV)-330,331
TESLA-Battery Electric Vehicle (BEV)-330-69019,331
TESLA-Battery Electric Vehicle (BEV)-330-69019-2020,331
TESLA-Battery Electric Vehicle (BEV)-330-69019-2020-WA,329
TESLA-Battery Electric Vehicle (BEV)-330-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,329
TESLA-330-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,331
TESLA-330-69019-2020-WA,329
TESLA-330-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,329
TESLA-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,331
TESLA-330-69019-2020,331
TESLA-330-69019-2020-WA,329
TESLA-330-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,329
TESLA-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,331
TESLA-69019-2020-WA,329
TESLA-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,329
TESLA-2020-WA-Clean Alternative Fuel Vehicle Eligible,331
TESLA-Battery Electric Vehicle (BEV)-337,75
TESLA-Battery Electric Vehicle (BEV)-337-69019,75
TESLA-Battery Electric Vehicle (BEV)-337-69019-2020,75
TESLA-Battery Electric Vehicle (BEV)-337-69019-2020-WA,75
TESLA-Battery Electric Vehicle (BEV)-337-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,75
TESLA-337-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,75
TESLA-337-69019-2020-WA,75
TESLA-337-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,75
TESLA-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,75
TESLA-337-69019-2020,75
TESLA-337-69019-2020-WA,75
TESLA-337-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,75
TESLA-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,75
TESLA-69019-2020-WA,75
TESLA-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,75
TESLA-2020-WA-Clean Alternative Fuel Vehicle Eligible,75
TESLA-265-59900,130
TESLA-265-59900-2012,130
TESLA-265-59900-2012-WA,129
TESLA-265-59900-2012-WA-Clean Alternative Fuel Vehicle Eligible,129
TESLA-59900-2012-WA-Clean Alternative Fuel Vehicle Eligible,130
TESLA-59900-2012-WA,129
TESLA-59900-2012-WA-Clean Alternative Fuel Vehicle Eligible,129
TESLA-2012-WA-Clean Alternative Fuel Vehicle Eligible,130
TESLA-208-69019,6255
TESLA-208-69019-2015,1065
TESLA-208-69019-2015-WA,1062
TESLA-208-69019-2015-WA-Clean Alternative Fuel Vehicle Eligible,1062
TESLA-69019-2015-WA-Clean Alternative Fuel Vehicle Eligible,1065
TESLA-210-69019-2016,941
TESLA-210-69019-2016-WA,935
TESLA-210-69019-2016-WA-Clean Alternative Fuel Vehicle Eligible,935
TESLA-69019-2016-WA-Clean Alternative Fuel Vehicle Eligible,941
TESLA-210-69019-2017,933
TESLA-210-69019-2017-WA,929
TESLA-210-69019-2017-WA-Clean Alternative Fuel Vehicle Eligible,929
TESLA-69019-2017-WA-Clean Alternative Fuel Vehicle Eligible,933
TESLA-249-69019-2018,895
TESLA-249-69019-2018-WA,893
TESLA-249-69019-2018-WA-Clean Alternative Fuel Vehicle Eligible,893
TESLA-69019-2018-WA-Clean Alternative Fuel Vehicle Eligible,895
TESLA-270-69019-2019,278
TESLA-270-69019-2019-WA,277
TESLA-270-69019-2019-WA-Clean Alternative Fuel Vehicle Eligible,277
TESLA-69019-2019-WA-Clean Alternative Fuel Vehicle Eligible,278
TESLA-337-69019-2020,406
TESLA-337-69019-2020-WA,404
TESLA-337-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,404
TESLA-69019-2020-WA-Clean Alternative Fuel Vehicle Eligible,406
TESLA-227-69019-2021,477
TESLA-227-69019-2021-WA,476
TESLA-227-69019-2021-WA-Eligibility unknown as battery range has not been researched,476
TESLA-69019-2021-WA-Eligibility unknown as battery range has not been researched,477
TESLA-227-69019-2022,659
TESLA-227-69019-2022-WA,659
TESLA-227-69019-2022-WA-Eligibility unknown as battery range has not been researched,659
TESLA-69019-2022-WA-Eligibility unknown as battery range has not been researched,659
TESLA-227-69019-2023,563
TESLA-227-69019-2023-WA,562
TESLA-227-69019-2023-WA-Eligibility unknown as battery range has not been researched,562
TESLA-69019-2023-WA-Eligibility unknown as battery range has not been researched,563
TESLA-227-69019-2024,38
TESLA-227-69019-2024-WA,38
TESLA-227-69019-2024-WA-Eligibility unknown as battery range has not been researched,38
TESLA-69019-2024-WA-Eligibility unknown as battery range has not been researched,38
TESLA-69019-2021-WA,6235
TESLA-69019-2018-WA-Clean Alternative Fuel Vehicle Eligible,4500
TESLA-69019-2022-WA-Eligibility unknown as battery range has not been researched,1735
TESLA-2015-WA-Clean Alternative Fuel Vehicle Eligible,4518
TESLA-2022-WA-Eligibility unknown as battery range has not been researched,1737
TESLA-289-69900,74387
TESLA-208-69900-2013,716
TESLA-208-69900-2013-WA,713
TESLA-208-69900-2013-WA-Clean Alternative Fuel Vehicle Eligible,713
TESLA-69900-2013-WA-Clean Alternative Fuel Vehicle Eligible,716
TESLA-208-69900-2014,630
TESLA-208-69900-2014-WA,629
TESLA-208-69900-2014-WA-Clean Alternative Fuel Vehicle Eligible,629
TESLA-69900-2014-WA-Clean Alternative Fuel Vehicle Eligible,630
TESLA-200-69900-2016,648
TESLA-200-69900-2016-WA,646
TESLA-200-69900-2016-WA-Clean Alternative Fuel Vehicle Eligible,646
TESLA-69900-2016-WA-Clean Alternative Fuel Vehicle Eligible,648
TESLA-200-69900-2017,721
TESLA-200-69900-2017-WA,716
TESLA-200-69900-2017-WA-Clean Alternative Fuel Vehicle Eligible,716
TESLA-69900-2017-WA-Clean Alternative Fuel Vehicle Eligible,721
TESLA-215-69900-2018,7023
TESLA-215-69900-2018-WA,7002
TESLA-215-69900-2018-WA-Clean Alternative Fuel Vehicle Eligible,7002
TESLA-69900-2018-WA-Clean Alternative Fuel Vehicle Eligible,7023
TESLA-220-69900-2019,4413
TESLA-220-69900-2019-WA,4399
TESLA-220-69900-2019-WA-Clean Alternative Fuel Vehicle Eligible,4399
TESLA-69900-2019-WA-Clean Alternative Fuel Vehicle Eligible,4413
TESLA-322-69900-2020,6664
TESLA-291-69900-2020-WA,6648
TESLA-291-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,6648
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,6664
TESLA-238-69900-2021,10528
TESLA-291-69900-2021-CA,15
TESLA-291-69900-2021-CA-Eligibility unknown as battery range has not been researched,15
TESLA-291-69900-2021-WA,10493
TESLA-291-69900-2021-WA-Eligibility unknown as battery range has not been researched,10493
TESLA-69900-2021-WA-Eligibility unknown as battery range has not been researched,10528
TESLA-241-69900-2022,13114
TESLA-238-69900-2022-CA,12
TESLA-238-69900-2022-CA-Eligibility unknown as battery range has not been researched,12
TESLA-291-69900-2022-WA,13079
TESLA-291-69900-2022-WA-Eligibility unknown as battery range has not been researched,13079
TESLA-69900-2022-WA-Eligibility unknown as battery range has not been researched,13114
TESLA-291-69900-2023,28046
TESLA-291-69900-2023-WA,28009
TESLA-291-69900-2023-WA-Eligibility unknown as battery range has not been researched,28009
TESLA-69900-2023-WA-Eligibility unknown as battery range has not been researched,28046
TESLA-291-69900-2024,1884
TESLA-291-69900-2024-WA,1882
TESLA-291-69900-2024-WA-Eligibility unknown as battery range has not been researched,1882
TESLA-69900-2024-WA-Eligibility unknown as battery range has not been researched,1884
TESLA-69900-2021-CA,49
TESLA-69900-2019-CA-Clean Alternative Fuel Vehicle Eligible,13
TESLA-69900-2021-CA-Eligibility unknown as battery range has not been researched,36
TESLA-69900-2021-MD,12
TESLA-69900-2013-TX,12
TESLA-69900-2022-VA,19
TESLA-69900-2021-VA-Eligibility unknown as battery range has not been researched,12
TESLA-69900-2018-WA,74216
TESLA-69900-2018-WA-Clean Alternative Fuel Vehicle Eligible,20753
TESLA-69900-2022-WA-Eligibility unknown as battery range has not been researched,53463
TESLA-2019-WA-Clean Alternative Fuel Vehicle Eligible,20815
TESLA-2023-WA-Eligibility unknown as battery range has not been researched,53572
TESLA-220-98950,20
TESLA-220-98950-2008,20
TESLA-220-98950-2008-WA,20
TESLA-220-98950-2008-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-98950-2008-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-98950-2008-WA,20
TESLA-98950-2008-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-2008-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-245-110950,20
TESLA-245-110950-2010,20
TESLA-245-110950-2010-WA,20
TESLA-245-110950-2010-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-110950-2010-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-110950-2010-WA,20
TESLA-110950-2010-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-2010-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-98950-2008,20
TESLA-98950-2008-WA,20
TESLA-98950-2008-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-2008-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-110950-2010,20
TESLA-110950-2010-WA,20
TESLA-110950-2010-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-2010-WA-Clean Alternative Fuel Vehicle Eligible,20
TESLA-59900-2012,130
TESLA-59900-2012-WA,129
TESLA-59900-2012-WA-Clean Alternative Fuel Vehicle Eligible,129
TESLA-2012-WA-Clean Alternative Fuel Vehicle Eligible,130
TESLA-69900-2013,716
TESLA-69900-2013-WA,713
TESLA-69900-2013-WA-Clean Alternative Fuel Vehicle Eligible,713
TESLA-2013-WA-Clean Alternative Fuel Vehicle Eligible,716
TESLA-69900-2014,630
TESLA-69900-2014-WA,629
TESLA-69900-2014-WA-Clean Alternative Fuel Vehicle Eligible,629
TESLA-2014-WA-Clean Alternative Fuel Vehicle Eligible,630
TESLA-69019-2015,1065
TESLA-69019-2015-WA,1062
TESLA-69019-2015-WA-Clean Alternative Fuel Vehicle Eligible,1062
TESLA-2015-WA-Clean Alternative Fuel Vehicle Eligible,1065
TESLA-69900-2016,1589
TESLA-69900-2016-WA,1581
TESLA-69900-2016-WA-Clean Alternative Fuel Vehicle Eligible,1581
TESLA-2016-WA-Clean Alternative Fuel Vehicle Eligible,1589
TESLA-69900-2017,1654
TESLA-69019-2017-WA,1645
TESLA-69019-2017-WA-Clean Alternative Fuel Vehicle Eligible,1645
TESLA-2017-WA-Clean Alternative Fuel Vehicle Eligible,1654
TESLA-69900-2018,7918
TESLA-69900-2018-WA,7895
TESLA-69900-2018-WA-Clean Alternative Fuel Vehicle Eligible,7895
TESLA-2018-WA-Clean Alternative Fuel Vehicle Eligible,7918
TESLA-69900-2019,4691
TESLA-69900-2019-WA,4676
TESLA-69900-2019-WA-Clean Alternative Fuel Vehicle Eligible,4676
TESLA-2019-WA-Clean Alternative Fuel Vehicle Eligible,4691
TESLA-69900-2020,7070
TESLA-69900-2020-WA,7052
TESLA-69900-2020-WA-Clean Alternative Fuel Vehicle Eligible,7052
TESLA-2020-WA-Clean Alternative Fuel Vehicle Eligible,7070
TESLA-69900-2021,11005
TESLA-69900-2021-CA,15
TESLA-69900-2021-CA-Eligibility unknown as battery range has not been researched,15
TESLA-69900-2021-WA,10969
TESLA-69900-2021-WA-Eligibility unknown as battery range has not been researched,10969
